,Code,Description,Units,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001-02,2002-03,2003-04,2004-05,2005-06,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,201516,201617,201718,201819,201920,202021,202122,RSE indicator(b),% change since 201819,sig(c),trend since 201819(d),Unnamed: 59,reliability of 3 year percent relative SE
60,36,,p,11.0,13.0,15.0,17.0,19.0,23.0,26.0,26.0,25.0,26.0,24.0,25.0,24.0,23.0,25.0,27.0,29.0,29.0,27.0,27.0,23.0,22.0,29.0,26.0,24.0,25.0,25.0,24.0,25.0,27.0,25.0,28.0,28.0,29.0,27.0,28.0,30.0,28.0,29.0,28.0,28.0,27.0,30.0,21.0,26.0,22.0,28.0,32.0,23.0,ü,+1,,,,ü
61,3601,,p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,û,-21,,,,û
62,3602,,p,6.0,7.0,9.0,10.0,12.0,13.0,15.0,15.0,14.0,15.0,14.0,14.0,14.0,13.0,13.0,15.0,16.0,15.0,13.0,13.0,10.0,11.0,13.0,12.0,11.0,12.0,11.0,12.0,13.0,13.0,12.0,13.0,13.0,15.0,12.0,13.0,14.0,13.0,14.0,13.0,15.0,14.0,16.0,8.0,14.0,11.0,13.0,13.0,10.0,,-5,,,,ü
63,3603,,p,4.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,12.0,12.0,11.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,11.0,10.0,12.0,12.0,11.0,12.0,10.0,11.0,11.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,13.0,9.0,,+19,,k,,ü
64,3604,,p,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,3.0,û,-12,,,,û
65,41,,p,9.0,10.0,11.0,14.0,17.0,19.0,24.0,23.0,26.0,24.0,25.0,26.0,28.0,25.0,26.0,28.0,29.0,28.0,25.0,27.0,26.0,25.0,31.0,29.0,27.0,24.0,26.0,24.0,24.0,24.0,24.0,23.0,24.0,25.0,27.0,28.0,28.0,29.0,30.0,28.0,30.0,26.0,25.0,24.0,24.0,23.0,20.0,27.0,21.0,ü,-9,,,,üü
66,4101,,p,4.0,4.0,5.0,6.0,7.0,7.0,10.0,9.0,11.0,10.0,9.0,9.0,11.0,9.0,9.0,10.0,9.0,8.0,6.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,11.0,8.0,8.0,8.0,7.0,7.0,6.0,9.0,7.0,,+10,,,,ü
67,4102,,p,4.0,4.0,5.0,5.0,7.0,8.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,13.0,13.0,12.0,11.0,10.0,10.0,12.0,11.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,,-34,yes,m,,ü
68,4103,,p,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,ü,-14,,,,üü
69,4104,,p,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,,-13,,,,ü
70,46095,Non-carcase meat and meat products,p,56.0,65.0,76.0,91.0,101.0,117.0,130.0,142.0,152.0,160.0,167.0,172.0,182.0,194.0,203.0,224.0,244.0,244.0,260.0,284.0,285.0,301.0,321.0,329.0,332.0,327.0,338.0,355.0,364.0,382.0,380.0,381.0,385.0,393.0,406.0,423.0,441.0,449.0,471.0,484.0,482.0,456.0,458.0,485.0,492.0,503.0,510.0,532.0,476.0,üüü,-5,yes,,,üüü
