hhcat,SURVYR,hhcatDescription,codecat,codeDESCRIPTION,ew,ew2,mw,mw2,ewmw,combined_desc,estimate,calc1,calc2,calc3,standard_error,residual_standard_error
1,202021,lowest 10% income HHs,eo300,Biscuits and chocolate,0,0,5165.69,235103.6033,0,1_eo300,0,NA,NA,0.008810542,NA,NA
1,202021,lowest 10% income HHs,eo310,"Crisps, nuts and snacks",0,0,5165.69,235103.6033,0,1_eo310,0,NA,NA,0.008810542,NA,NA
1,202021,lowest 10% income HHs,eo500103,"Adults EO Spend - Confectionery - Catering (3, 4,5,7) - On",1174.5,692426.25,5165.69,235103.6033,54407.835,1_eo500103,0.11368278,0.501958117,0.017935359,0.008810542,0.079807684,70.20208682
1,202021,lowest 10% income HHs,eo500104,"Adults EO Spend - Confectionery - Catering (3, 4,5,7) - Off",4342.7,10064248.09,5165.69,235103.6033,64573.181,1_eo500104,0.420340748,0.533656344,0.005756971,0.008810542,0.307943685,73.26048832
1,202021,lowest 10% income HHs,eo500105,Adults EO Spend - Confectionery - Shops (6),16289.42,189079883.4,5165.69,235103.6033,795397.2072,1_eo500105,1.57669353,0.712580746,0.018905149,0.008810542,1.32149695,83.81444619
1,202021,lowest 10% income HHs,eo500203,"Adults EO Spend - Ice Cream - Catering (3, 4,5,7) - On",32496.25,215817502.1,5165.69,235103.6033,873234.399,1_eo500203,3.145392968,0.204371422,0.010403974,0.008810542,1.416398045,45.03087721
1,202021,lowest 10% income HHs,eo500204,"Adults EO Spend - Ice Cream - Catering (3, 4,5,7) - Off",10084.45,35413656.6,5165.69,235103.6033,168484.8445,1_eo500204,0.97609903,0.348230124,0.0064686,0.008810542,0.57793971,59.20912649
1,202021,lowest 10% income HHs,eo500205,Adults EO Spend - Ice Cream - Shops (6),4473.26,10139013.45,5165.69,235103.6033,231854.8056,1_eo500205,0.432977976,0.506695931,0.020067516,0.008810542,0.304762047,70.38742474
1,202021,lowest 10% income HHs,eo500303,NA,68013.58,1156222579,5165.69,235103.6033,2261901.037,1_eo500303,6.583203793,0.249948293,0.01287596,0.008810542,3.264385504,49.58657831
1,202021,lowest 10% income HHs,eo500304,"Adults EO Spend - Soft Drinks - Catering (3, 4,5,7) - Off",16244.4,46245974.91,5165.69,235103.6033,530407.1638,1_eo500304,1.572335932,0.175253455,0.012641755,0.008810542,0.650996907,41.40316922
1,202021,lowest 10% income HHs,eo500305,Adults EO Spend - Soft Drinks - Shops (6),20318.67,68496481.35,5165.69,235103.6033,829983.5991,1_eo500305,1.966694672,0.165911966,0.015815244,0.008810542,0.783986917,39.86317392
1,202021,lowest 10% income HHs,eo500401,Adults EO Spend - All other food - School  (1),27990,783440100,5165.69,235103.6033,2611467,1_eo500401,2.709221808,1,0.036122957,0.008810542,2.671967977,98.62492505
1,202021,lowest 10% income HHs,eo500402,Adults EO Spend - All other food - Work  (2),0,0,5165.69,235103.6033,0,1_eo500402,0,NA,NA,0.008810542,NA,NA
1,202021,lowest 10% income HHs,eo500403,"Adults EO Spend - All other food - Catering (3, 4,5,7) - On",1067666.46,73530592862,5165.69,235103.6033,42915968.28,1_eo500403,103.3420956,0.064505518,0.015562701,0.008810542,24.83509854,24.03192851
1,202021,lowest 10% income HHs,eo500404,"Adults EO Spend - All other food - Catering (3, 4,5,7) - Off - Hot",190001.68,3324529368,5165.69,235103.6033,6888103.875,1_eo500404,18.3907358,0.092090598,0.014036018,0.008810542,5.420281246,29.47288953
1,202021,lowest 10% income HHs,eo500405,"Adults EO Spend - All other food - Catering (3, 4,5,7) - Off - Cold",16548.12,87537700.48,5165.69,235103.6033,440302.8102,1_eo500405,1.601733747,0.319667004,0.010301595,0.008810542,0.903491355,56.40708742
1,202021,lowest 10% income HHs,eo500406,Adults EO Spend - All other food - Shops (6) - On,1650.25,2723325.063,5165.69,235103.6033,15561.8575,1_eo500406,0.159731807,1,0.003651013,0.008810542,0.160143348,100.2576445
1,202021,lowest 10% income HHs,eo500407,Adults EO Spend - All other food - Shops (6) - Off - Hot,27610.47,307124582.4,5165.69,235103.6033,1501232.329,1_eo500407,2.672486154,0.402871903,0.021051147,0.008810542,1.67031731,62.5005038
1,202021,lowest 10% income HHs,eo500408,Adults EO Spend - All other food - Shops (6) - Off - Cold,68844.52,1186871681,5165.69,235103.6033,2287811.563,1_eo500408,6.663632545,0.250417696,0.012866266,0.008810542,3.307484943,49.63486388
1,202021,lowest 10% income HHs,eo500501,Childrens EO Spend - Confectionery,11107.16,40724963.52,5165.69,235103.6033,431081.5789,1_eo500501,1.075089678,0.330106935,0.015026509,0.008810542,0.611848797,56.91141955
1,202021,lowest 10% income HHs,eo500601,Childrens EO Spend - Ice cream,15986.4,143364087.4,5165.69,235103.6033,811553.544,1_eo500601,1.547363469,0.560969209,0.019654779,0.008810542,1.147685829,74.17040997
1,202021,lowest 10% income HHs,eo500701,Childrens EO Spend - Soft drinks,13825.06,66252654.41,5165.69,235103.6033,592310.5884,1_eo500701,1.338161988,0.346632463,0.016587622,0.008810542,0.778961303,58.2112861
1,202021,lowest 10% income HHs,eo500801,Childrens EO Spend - School Dinner,0,0,5165.69,235103.6033,0,1_eo500801,0,NA,NA,0.008810542,NA,NA
1,202021,lowest 10% income HHs,eo500901,Childrens EO Spend - All other food - Hot,9951.83,51827937.51,5165.69,235103.6033,373950.5958,1_eo500901,0.96326241,0.523308789,0.014548323,0.008810542,0.692994174,71.94240807
1,202021,lowest 10% income HHs,eo500902,Childrens EO Spend - All other food - Cold,7164.89,18946575.78,5165.69,235103.6033,375691.1066,1_eo500902,0.693507547,0.369072492,0.020301262,0.008810542,0.414704623,59.79814136
1,202021,lowest 10% income HHs,eo90001,total expenditure on food and drink eaten out,1902878.31,1.87792E+11,5165.69,235103.6033,72050876.27,1_eo90001,184.1843307,0.051862789,0.014659863,0.008810542,39.50892047,21.45075009
1,202021,lowest 10% income HHs,eo90002,total expenditure on food and drink eaten out (exc alc drks),1631784.07,1.25111E+11,5165.69,235103.6033,65055279.2,1_eo90002,157.944444,0.046986306,0.015435529,0.008810542,31.73123889,20.09012668
1,202021,lowest 10% income HHs,eo90003,total expenditure on alcoholic drink eaten out,271094.24,16593911726,5165.69,235103.6033,6995597.067,1_eo90003,26.23988664,0.225791815,0.009990935,0.008810542,12.43591865,47.39318743
2,202021,decile2,404,Pasteurised or homogenised whole milk,212762.68,4309762454,5233.46,223980.788,10384435.15,2_404,20.32715259,0.095205586,0.018652133,0.008177733,5.91695395,29.1086217
2,202021,decile2,901,Condensed or evaporated milk,13884.56,31321757.1,5233.46,223980.788,251543.3475,2_901,1.326518212,0.162473252,0.006923438,0.008177733,0.536752524,40.46326085
2,202021,decile2,1103,Infant or baby milks - dried,8408,36239680,5233.46,223980.788,74970.08,2_1103,0.803292659,0.512624015,0.003407504,0.008177733,0.57780939,71.93012199
2,202021,decile2,1201,Instant dried milk,9925.88,40148395.44,5233.46,223980.788,216874.2376,2_1201,0.948309531,0.407502382,0.008349876,0.008177733,0.605234174,63.82242864
2,202021,decile2,1301,Yoghurt,440573.73,4263746989,5233.46,223980.788,17566460.95,2_1301,42.09201274,0.021966164,0.015237256,0.008177733,5.139129981,12.20927593
2,202021,decile2,1302,Fromage frais,30140.67,128582130.2,5233.46,223980.788,1672203.139,2_1302,2.87961215,0.141538573,0.021202019,0.008177733,1.032308975,35.84888943
2,202021,decile2,1502,Fully skimmed milk,68148.42,286381197,5233.46,223980.788,1795176.031,2_1502,6.510837954,0.061664174,0.010066821,0.008177733,1.591831129,24.44894405
2,202021,decile2,1503,Semi-skimmed milk,523242.45,4105437382,5233.46,223980.788,16543276.75,2_1503,49.99010693,0.014995242,0.012082579,0.008177733,5.264505761,10.53109522
2,202021,decile2,1603,Dairy desserts - not frozen,151061.21,812547538.3,5233.46,223980.788,4867918.42,2_1603,14.43225037,0.035607613,0.012314915,0.008177733,2.560267848,17.73990738
2,202021,decile2,1607,Milk drinks & other milks,183585.16,2798591069,5233.46,223980.788,8592678.244,2_1607,17.53955892,0.083035594,0.017886776,0.008177733,4.749515395,27.07887592
2,202021,decile2,1608,Non-dairy milk substitutes,105239.44,959915875.2,5233.46,223980.788,3931028.533,2_1608,10.05448021,0.086671461,0.014274758,0.008177733,2.854028212,28.38563658
2,202021,decile2,1701,Cream,94118.51,450829439.6,5233.46,223980.788,3952913.109,2_1701,8.991996691,0.050893484,0.016050306,0.008177733,1.865073462,20.74148297
2,202021,decile2,2201,Hard cheese - Cheddar type,488824.59,4112980318,5233.46,223980.788,20061504.8,2_2201,46.70185594,0.017212761,0.015683809,0.008177733,4.601184182,9.852251242
2,202021,decile2,2202,Hard cheese - Other UK or foreign equivalent,62023.72,228357779.5,5233.46,223980.788,1984233.052,2_2202,5.925689697,0.059360861,0.012225763,0.008177733,1.393644009,23.51868019
2,202021,decile2,2203,Hard cheese - Edam or other foreign,82044.44,407513975.1,5233.46,223980.788,2188325.51,2_2203,7.838451044,0.060540248,0.010193043,0.008177733,1.896272442,24.19192812
2,202021,decile2,2205,Cottage cheese,6728.09,23142409.07,5233.46,223980.788,105198.7354,2_2205,0.642795588,0.511240183,0.005975301,0.008177733,0.460594601,71.65491015
2,202021,decile2,2206,Soft natural cheese,166342.46,1301218389,5233.46,223980.788,8169303.592,2_2206,15.89220707,0.04702664,0.018768216,0.008177733,3.033545401,19.08825746
2,202021,decile2,2301,Processed cheese,91034.5,426461925.5,5233.46,223980.788,4342349.93,2_2301,8.697353185,0.051459817,0.018228876,0.008177733,1.76983497,20.34912154
2,202021,decile2,3102,Beef joints - on the bone,7132.32,50869988.58,5233.46,223980.788,33379.2576,2_3102,0.681415354,1,0.001788492,0.008177733,0.683588752,100.3189534
2,202021,decile2,3103,Beef joints - boned,75146.42,511966188.1,5233.46,223980.788,1381626.579,2_3103,7.179420498,0.090661873,0.007026248,0.008177733,2.175416051,30.30071928
2,202021,decile2,3104,Beef steak - less expensive,151075.18,2022397606,5233.46,223980.788,6789835.942,2_3104,14.43358505,0.088609503,0.017175415,0.008177733,4.072517841,28.21556687
2,202021,decile2,3105,Beef steak - more expensive,126709.75,947208099.7,5233.46,223980.788,3080528.848,2_3105,12.10573407,0.058996376,0.009290869,0.008177733,2.912510821,24.05893608
2,202021,decile2,3106,Minced beef,274650.27,2046084364,5233.46,223980.788,10599825.83,2_3106,26.23983655,0.027124608,0.014748905,0.008177733,3.761866232,14.33646976
2,202021,decile2,3107,All other beef and veal,0,0,5233.46,223980.788,0,2_3107,0,NA,NA,0.008177733,NA,NA
2,202021,decile2,3601,Mutton,14610,213452100,5233.46,223980.788,1067260.5,2_3601,1.395826088,1,0.027916522,0.008177733,1.381981471,99.00814167
2,202021,decile2,3602,Lamb joints,114713.74,3936227549,5233.46,223980.788,3849759.427,2_3602,10.9596462,0.299122663,0.012825055,0.008177733,5.947315816,54.26558219
2,202021,decile2,3603,Lamb chops,113271.66,891884431.4,5233.46,223980.788,3056063.279,2_3603,10.82187119,0.069513003,0.010310558,0.008177733,2.809108023,25.95769229
2,202021,decile2,3604,All other lamb,338986.07,47878021207,5233.46,223980.788,22197146.34,2_3604,32.38642026,0.416651058,0.02502398,0.008177733,20.4779725,63.23012031
2,202021,decile2,4101,Pork joints,71670.47,597573325.6,5233.46,223980.788,2615462.163,2_4101,6.847331402,0.116335081,0.013945988,0.008177733,2.2768466,33.25159053
2,202021,decile2,4102,Pork chops,34017.71,137291844.9,5233.46,223980.788,524016.1856,2_4102,3.250021019,0.118640944,0.005886819,0.008177733,1.130203197,34.7752581
2,202021,decile2,4103,Pork fillets and steaks,92845.4,479321983.9,5233.46,223980.788,2688612.814,2_4103,8.870364921,0.055604068,0.011066466,0.008177733,2.036619853,22.95982038
2,202021,decile2,4104,All other pork,42876.4,218496424,5233.46,223980.788,1053894.371,2_4104,4.09637219,0.118852332,0.009393336,0.008177733,1.404982384,34.29821117
2,202021,decile2,4603,Ox liver,24230,587092900,5233.46,223980.788,2935464.5,2_4603,2.314912123,1,0.046298242,0.008177733,2.270360602,98.07545518
2,202021,decile2,4604,Lambs liver,1237.08,1053770.702,5233.46,223980.788,13577.0544,2_4604,0.118189496,0.688573887,0.004194197,0.008177733,0.09835734,83.22003501
2,202021,decile2,4605,Pigs liver,4919.59,10580168.45,5233.46,223980.788,101142.9872,2_4605,0.470013146,0.437154307,0.007856841,0.008177733,0.310875663,66.14190805
2,202021,decile2,4607,All other liver,0,0,5233.46,223980.788,0,2_4607,0,NA,NA,0.008177733,NA,NA
2,202021,decile2,5101,All offal other than liver,4495.12,20206103.81,5233.46,223980.788,231588.5824,2_5101,0.429459669,1,0.019688695,0.008177733,0.426980768,99.42278602
2,202021,decile2,5502,"Bacon and ham joints, uncooked",118138.39,686033233.3,5233.46,223980.788,2760912.575,2_5502,11.28683414,0.049154475,0.008931054,0.008177733,2.483133126,22.00026239
2,202021,decile2,5505,"Bacon and ham rashers, uncooked",267050.32,1338249617,5233.46,223980.788,8630733.252,2_5505,25.51374425,0.018765102,0.012350817,0.008177733,3.08199466,12.07974271
2,202021,decile2,5801,Ham and bacon,375991.44,2836643350,5233.46,223980.788,11481331.81,2_5801,35.9218796,0.020065446,0.011669585,0.008177733,4.624528,12.8738475
2,202021,decile2,5903,Cooked chicken and turkey,134699.34,834780424.4,5233.46,223980.788,5399071.837,2_5903,12.86905221,0.046008844,0.015317741,0.008177733,2.537156939,19.71518102
2,202021,decile2,5904,Takeaway chicken,92389.25,1597018267,5233.46,223980.788,4159531.936,2_5904,8.826784766,0.187097076,0.017205374,0.008177733,3.724750853,42.19827437
2,202021,decile2,6201,Corned beef - canned or sliced,64456.48,164467257.9,5233.46,223980.788,1575957.342,2_6201,6.158113371,0.039586425,0.009343702,0.008177733,1.207060232,19.6011369
2,202021,decile2,6601,Other cooked meat,128879.66,936751511.4,5233.46,223980.788,5877853.35,2_6601,12.31304529,0.056396953,0.01742912,0.008177733,2.673535201,21.71302986
2,202021,decile2,7102,Other canned meat and canned meat products,66701.14,249372917,5233.46,223980.788,1507768.622,2_7102,6.372566142,0.056050923,0.008638583,0.008177733,1.502494794,23.57754726
2,202021,decile2,7401,Chicken - whole or part,876884.87,45185111768,5233.46,223980.788,53953483.18,2_7401,83.77678152,0.058763845,0.023513539,0.008177733,17.45857473,20.83939537
2,202021,decile2,7703,Turkey - whole or part,43284.95,481919143.6,5233.46,223980.788,619032.5475,2_7703,4.135404684,0.257217397,0.005465346,0.008177733,2.108366167,50.98330943
2,202021,decile2,7704,Poultry other than chicken or turkey,13353.25,103384421.6,5233.46,223980.788,258969.7275,2_7704,1.275757338,0.579803913,0.007411449,0.008177733,0.972065309,76.1951572
2,202021,decile2,7801,"Other fresh, chilled or frozen meat",2920,8526400,5233.46,223980.788,68211.2,2_7801,0.278974139,1,0.008927172,0.008177733,0.278869583,99.96252103
2,202021,decile2,7901,"Sausages, uncooked - pork",192674.42,966230661.3,5233.46,223980.788,5649462.551,2_7901,18.40793853,0.026027514,0.011205317,0.008177733,2.791697879,15.16572795
2,202021,decile2,8001,"Sausages, uncooked - beef etc.",28268.4,84790529.4,5233.46,223980.788,846689.878,2_8001,2.70073718,0.106107209,0.011446276,0.008177733,0.866085047,32.06846832
2,202021,decile2,8302,Meat pies - ready to eat,74187.78,373088494.8,5233.46,223980.788,1851739.895,2_8302,7.087832906,0.067787108,0.009538689,0.008177733,1.826766417,25.77327148
2,202021,decile2,8303,Sausage rolls - ready to eat,50622.76,202911649.4,5233.46,223980.788,1879922.728,2_8303,4.836452366,0.079179972,0.014191728,0.008177733,1.308222169,27.04921025
2,202021,decile2,8401,"Meat pies, pasties and puddings - frozen or not frozen",244731.81,1820235665,5233.46,223980.788,9142580.856,2_8401,23.38145414,0.030391125,0.014276425,0.008177733,3.644240457,15.58603
2,202021,decile2,8501,Burgers - frozen or not frozen,140225.48,1604575057,5233.46,223980.788,4860197.837,2_8501,13.39701459,0.081603008,0.013245492,0.008177733,3.70628473,27.66500479
2,202021,decile2,8901,Complete meat-based ready meals - frozen or not frozen,613618.45,15481823298,5233.46,223980.788,21963160.54,2_8901,58.62454762,0.041117366,0.01367847,0.008177733,11.06384076,18.87236866
2,202021,decile2,8902,Other convenience meat products - frozen or not frozen,749527.65,14218159014,5233.46,223980.788,32686275.6,2_8902,71.60918876,0.025308596,0.01666552,0.008177733,9.287358244,12.9695063
2,202021,decile2,9301,Pate,21596.96,49259608.68,5233.46,223980.788,528061.5117,2_9301,2.063353881,0.105610162,0.009344003,0.008177733,0.666830174,32.31778032
2,202021,decile2,9302,Delicatessen type sausages,89668.2,456749195.2,5233.46,223980.788,3500136.159,2_9302,8.566818128,0.056806873,0.014917209,0.008177733,1.916889407,22.37574533
2,202021,decile2,9403,Meat pastes and spreads,3799.81,4357117.821,5233.46,223980.788,120520.3021,2_9403,0.363030385,0.301769638,0.012121027,0.008177733,0.198118272,54.57346828
2,202021,decile2,9501,Takeaway meat pies and pasties,6558.1,15174926.61,5233.46,223980.788,164776.632,2_9501,0.626554899,0.352834083,0.009601933,0.008177733,0.37142071,59.27983495
2,202021,decile2,9502,Takeaway burger and bun,87926.67,997296272.4,5233.46,223980.788,3818963.806,2_9502,8.400433939,0.12899799,0.016598391,0.008177733,2.916987422,34.7242469
2,202021,decile2,9503,Takeaway kebabs,167704.21,4724402000,5233.46,223980.788,8305348.481,2_9503,16.02230742,0.167980517,0.018925832,0.008177733,6.353252382,39.65254326
2,202021,decile2,9504,Takeaway sausages and saveloys,13929.3,94232384.09,5233.46,223980.788,645541.308,2_9504,1.33079263,0.485670355,0.017710704,0.008177733,0.918282965,69.00270891
2,202021,decile2,9505,Takeaway meat based meals,301462.53,6603329530,5233.46,223980.788,7603533.154,2_9505,28.80145544,0.07266015,0.009638805,0.008177733,7.685137141,26.6831555
2,202021,decile2,9506,Takeaway miscellaneous meats,14430,129495262.5,5233.46,223980.788,886305.825,2_9506,1.378629052,0.621900947,0.023472447,0.008177733,1.073744274,77.88493011
2,202021,decile2,10201,"White fish, fresh or chilled",143234.73,1951567308,5233.46,223980.788,4227817.408,2_10201,13.6845156,0.095123291,0.011279997,0.008177733,4.151193409,30.33496787
2,202021,decile2,10202,"White fish, frozen",69347.78,862717174,5233.46,223980.788,3407978.358,2_10202,6.625423716,0.179392102,0.018780422,0.008177733,2.721988332,41.08398873
2,202021,decile2,10601,"Herrings and other blue fish, fresh or chilled",1085,601412.5,5233.46,223980.788,3777.95,2_10601,0.103659911,0.510873028,0.001330661,0.008177733,0.074586177,71.95276921
2,202021,decile2,10602,"Herrings and other blue fish, frozen",0,0,5233.46,223980.788,0,2_10602,0,NA,NA,0.008177733,NA,NA
2,202021,decile2,10701,"Salmon, fresh or chilled",96764.52,557488276.1,5233.46,223980.788,2464160.713,2_10701,9.244794075,0.059539262,0.009731818,0.008177733,2.226156729,24.08011159
2,202021,decile2,10702,"Salmon, frozen",11551.7,98659316.09,5233.46,223980.788,426372.074,2_10702,1.103638893,0.739343565,0.014105352,0.008177733,0.945153117,85.63970727
2,202021,decile2,10801,"Blue fish, dried or salted or smoked",66840.38,316874663,5233.46,223980.788,1878466.353,2_10801,6.385869004,0.07092669,0.010740033,0.008177733,1.669686673,26.14658508
2,202021,decile2,11401,"White fish, dried or salted or smoked",18439.87,55371728.89,5233.46,223980.788,338224.877,2_11401,1.761728379,0.16284423,0.007009528,0.008177733,0.713472664,40.49844873
2,202021,decile2,11702,"Shellfish, fresh or chilled",105346.43,1337744552,5233.46,223980.788,2551806.295,2_11702,10.06470194,0.120540655,0.009256972,0.008177733,3.478682131,34.56319077
2,202021,decile2,11703,"Shellfish, frozen",40262.07,651136234.7,5233.46,223980.788,1021967.26,2_11703,3.846601484,0.401679497,0.009700229,0.008177733,2.433281785,63.25796408
2,202021,decile2,11801,Takeaway fish,64110,567766492.6,5233.46,223980.788,2069182.648,2_11801,6.125010987,0.138139603,0.012334289,0.008177733,2.241980328,36.6036948
2,202021,decile2,11901,Tinned salmon,20489.81,69476737.07,5233.46,223980.788,246982.5681,2_11901,1.957577778,0.165486874,0.004606483,0.008177733,0.804890959,41.1166784
2,202021,decile2,12001,Other tinned or bottled fish,111285.95,1115792152,5233.46,223980.788,6137355.232,2_12001,10.63215827,0.090095402,0.0210757,0.008177733,2.954084194,27.78442645
2,202021,decile2,12103,Ready meals and other fish products - frozen or not frozen,460729.77,7508058355,5233.46,223980.788,18253900.13,2_12103,44.01770244,0.035370002,0.015140858,0.008177733,7.418893272,16.8543401
2,202021,decile2,12304,Takeaway fish products,4842,23444964,5233.46,223980.788,78149.88,2_12304,0.462600268,1,0.006168004,0.008177733,0.463064886,100.1004361
2,202021,decile2,12305,Takeaway fish based meals,27769.94,291687501.4,5233.46,223980.788,995955.5392,2_12305,2.653114765,0.37824042,0.013705854,0.008177733,1.619731019,61.05016789
2,202021,decile2,12901,Eggs,290752.15,1159728669,5233.46,223980.788,11097449.07,2_12901,27.7781955,0.013718623,0.014586171,0.008177733,2.375025176,8.549962059
2,202021,decile2,13501,Butter,300183.62,3943975422,5233.46,223980.788,15004190.79,2_13501,28.67926955,0.043768354,0.019101465,0.008177733,5.197568558,18.12308556
2,202021,decile2,13801,Soft margarine,108681.29,512718236.3,5233.46,223980.788,2555458.726,2_13801,10.38331142,0.043407942,0.008985767,0.008177733,2.143089015,20.63974514
2,202021,decile2,13802,Other margarine,8568.6,19532242.5,5233.46,223980.788,501555.076,2_13802,0.818636237,0.266031074,0.022369169,0.008177733,0.410821353,50.18362672
2,202021,decile2,13901,"Lard, cooking fat",4351.26,4968407.374,5233.46,223980.788,62500.8342,2_13901,0.415715416,0.262414077,0.005489236,0.008177733,0.214044022,51.48811271
2,202021,decile2,14304,Olive Oil,53008.63,417057539.2,5233.46,223980.788,2710271.845,2_14304,5.064396212,0.14842355,0.019539226,0.008177733,1.874935358,37.02189321
2,202021,decile2,14305,Other vegetable and salad oils,88872.13,280765112.1,5233.46,223980.788,3897386.366,2_14305,8.490762325,0.035547737,0.016759033,0.008177733,1.394307213,16.42146087
2,202021,decile2,14802,Reduced fat spreads,75965.12,194995729.2,5233.46,223980.788,2419979.666,2_14802,7.25763835,0.033790658,0.012174148,0.008177733,1.252741606,17.26100896
2,202021,decile2,14803,Low fat spreads,26161.36,102596873.8,5233.46,223980.788,977130.5774,2_14803,2.499432498,0.149904094,0.014273595,0.008177733,0.947836188,37.92205588
2,202021,decile2,14805,Suet and dripping,550.9,303490.81,5233.46,223980.788,8671.166,2_14805,0.052632484,1,0.006015141,0.008177733,0.052689365,100.1080712
2,202021,decile2,14807,Imitatation cream,34515.97,102843049.1,5233.46,223980.788,1264884.612,2_14807,3.297624325,0.086324641,0.014004639,0.008177733,0.935606023,28.37212279
2,202021,decile2,15001,Sugar,101836.12,352010876.5,5233.46,223980.788,4093313.165,2_15001,9.729330118,0.03394317,0.015360813,0.008177733,1.591573579,16.35851143
2,202021,decile2,15101,Jams and fruit curds,40846.25,149948294.3,5233.46,223980.788,754690.5471,2_15101,3.902413508,0.089874637,0.007060863,0.008177733,1.177155171,30.16479849
2,202021,decile2,15201,Marmalade,16070.02,31088162.89,5233.46,223980.788,467446.6773,2_15201,1.535315069,0.120382186,0.01111621,0.008177733,0.526153413,34.27006114
2,202021,decile2,15301,"Syrup, treacle",36268.65,199053097.9,5233.46,223980.788,1563025.369,2_15301,3.465073775,0.151323424,0.016469322,0.008177733,1.310475306,37.81954991
2,202021,decile2,15401,Honey,21957.02,70902971.78,5233.46,223980.788,1024930.413,2_15401,2.097753685,0.147067816,0.017838653,0.008177733,0.777604486,37.06843618
2,202021,decile2,15504,Fresh potatoes not specified elsewhere,174954.96,522736789.4,5233.46,223980.788,5047250.678,2_15504,16.71503747,0.017077746,0.011024774,0.008177733,1.993978931,11.92925193
2,202021,decile2,15505,Fresh new potatoes,59601.2,115364366.2,5233.46,223980.788,2168831.121,2_15505,5.694244343,0.032475936,0.013906307,0.008177733,0.931272071,16.35462082
2,202021,decile2,15506,Fresh baking potatoes,52866.56,120328622.6,5233.46,223980.788,1856948.369,2_15506,5.050822974,0.043053339,0.013423318,0.008177733,0.982092949,19.4442164
2,202021,decile2,16201,Fresh cabbages,47006.02,143130738,5233.46,223980.788,1112315.113,2_16201,4.490912322,0.064777763,0.009043061,0.008177733,1.135343458,25.28090902
2,202021,decile2,16301,Fresh brussels sprouts,20490.17,36067086.23,5233.46,223980.788,502444.4205,2_16301,1.957612172,0.085905295,0.009370949,0.008177733,0.569769674,29.10533975
2,202021,decile2,16401,Fresh cauliflower,114413.36,463082316.5,5233.46,223980.788,3660620.989,2_16401,10.93094817,0.035375674,0.012226977,0.008177733,1.934698451,17.69927386
2,202021,decile2,16701,Lettuce and leafy salads,71620.54,189410444.8,5233.46,223980.788,3080725.702,2_16701,6.842561135,0.0369257,0.016438286,0.008177733,1.158499313,16.93078498
2,202021,decile2,16702,Prepared lettuce salads,87268.71,244652378.5,5233.46,223980.788,3229883.932,2_16702,8.33757304,0.032124201,0.014143909,0.008177733,1.348472609,16.17344283
2,202021,decile2,16801,Fresh peas,4702.45,4524504.333,5233.46,223980.788,55440.779,2_16801,0.449267788,0.204608012,0.004505534,0.008177733,0.205035606,45.63772691
2,202021,decile2,16901,Fresh beans,46861.21,131190925.3,5233.46,223980.788,1333098.638,2_16901,4.477077306,0.059741593,0.01087151,0.008177733,1.069335798,23.8846847
2,202021,decile2,17101,Other fresh green vegetables,51062.88,156764027,5233.46,223980.788,1769279.905,2_17101,4.87850103,0.06012233,0.013241352,0.008177733,1.144720397,23.46459271
2,202021,decile2,17201,Fresh carrots,57712.89,62843141.51,5233.46,223980.788,1932894.056,2_17201,5.513836926,0.018867408,0.012799008,0.008177733,0.658115956,11.93571673
2,202021,decile2,17301,Fresh turnips and swede,7311.85,5051360.595,5233.46,223980.788,227372.1883,2_17301,0.698567487,0.094483033,0.011883686,0.008177733,0.21047304,30.12923507
2,202021,decile2,17401,Other fresh root vegetables,47997.45,101569856.7,5233.46,223980.788,1290218.91,2_17401,4.585632641,0.044088824,0.010272741,0.008177733,0.939705853,20.4923928
2,202021,decile2,17501,"Fresh onions, leeks and shallots",142855.38,357349781.7,5233.46,223980.788,5247135.75,2_17501,13.64827284,0.017510571,0.014036757,0.008177733,1.473226444,10.79423353
2,202021,decile2,17601,Fresh cucumbers,62136.73,144166821.1,5233.46,223980.788,3249518.187,2_17601,5.936486569,0.037339503,0.019985346,0.008177733,0.948573481,15.9787017
2,202021,decile2,17701,Fresh mushrooms,108852,270323666.8,5233.46,223980.788,4070588.956,2_17701,10.3996209,0.022814515,0.014290977,0.008177733,1.34397836,12.92333993
2,202021,decile2,17801,Fresh tomatoes,239262.82,1243981676,5233.46,223980.788,7177482.162,2_17801,22.85895182,0.021730191,0.011464048,0.008177733,3.104433911,13.58082355
2,202021,decile2,18301,"Fresh vegetable stewpack, stirfry pack etc.",62822.3,318574814.8,5233.46,223980.788,2792377.815,2_18301,6.001985302,0.080720487,0.016986403,0.008177733,1.609515115,26.81637881
2,202021,decile2,18302,Fresh stem vegetables,78698.19,286788173.4,5233.46,223980.788,2630553.906,2_18302,7.518753368,0.046305412,0.012773901,0.008177733,1.535543057,20.42284115
2,202021,decile2,18303,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",189575.68,1163656017,5233.46,223980.788,8042346.731,2_18303,18.11188774,0.032378698,0.016212174,0.008177733,2.825933768,15.60264622
2,202021,decile2,18304,Fresh herbs,55996.35,175692838.8,5233.46,223980.788,2629516.96,2_18304,5.349840259,0.056031806,0.017945574,0.008177733,1.150700348,21.50905994
2,202021,decile2,18401,"Tomatoes, canned or bottled",47100.15,92906485.62,5233.46,223980.788,2007312.447,2_18401,4.499905416,0.041879497,0.016286725,0.008177733,0.826936497,18.37675286
